cwe_link,cwe_name,cwe_number,,
https://cwe.mitre.org/data/definitions/510.html,Trapdoor,510,,
https://cwe.mitre.org/data/definitions/511.html,Logic/Time Bomb,511,,
https://cwe.mitre.org/data/definitions/512.html,Spyware,512,,
https://cwe.mitre.org/data/definitions/570.html,Expression is Always False,570,,
https://cwe.mitre.org/data/definitions/571.html,Expression is Always True,571,,
https://cwe.mitre.org/data/definitions/573.html,Improper Following of Specification by Caller,573,,
https://cwe.mitre.org/data/definitions/103.html,Struts: Incomplete validate() Method Definition,103,,
https://cwe.mitre.org/data/definitions/104.html,Struts: Form Bean Does Not Extend Validation Class,104,,
https://cwe.mitre.org/data/definitions/253.html,Incorrect Check of Function Return Value,253,,
https://cwe.mitre.org/data/definitions/325.html,Missing Required Cryptographic Step,325,,
https://cwe.mitre.org/data/definitions/358.html,Improperly Implemented Security Check for Standard,358,,
https://cwe.mitre.org/data/definitions/475.html,Undefined Behavior for Input to API,475,,
https://cwe.mitre.org/data/definitions/577.html,EJB Bad Practices: Use of Sockets,577,,
https://cwe.mitre.org/data/definitions/578.html,EJB Bad Practices: Use of Class Loader,578,,
https://cwe.mitre.org/data/definitions/579.html,J2EE Bad Practices: Non-serializable Object Stored in Session,579,,
https://cwe.mitre.org/data/definitions/581.html,Object Model Violation: Just One of Equals and Hashcode Defined,581,,
https://cwe.mitre.org/data/definitions/628.html,Function Call with Incorrectly Specified Arguments,628,,
https://cwe.mitre.org/data/definitions/683.html,Function Call With Incorrect Order of Arguments,683,,
https://cwe.mitre.org/data/definitions/685.html,Function Call With Incorrect Number of Arguments,685,,
https://cwe.mitre.org/data/definitions/686.html,Function Call With Incorrect Argument Type,686,,
https://cwe.mitre.org/data/definitions/687.html,Function Call With Incorrectly Specified Argument Value,687,,
https://cwe.mitre.org/data/definitions/560.html,Use of umask() with chmod-style Argument,560,,
https://cwe.mitre.org/data/definitions/688.html,Function Call With Incorrect Variable or Reference as Argument,688,,
https://cwe.mitre.org/data/definitions/675.html,Duplicate Operations on Resource,675,,
https://cwe.mitre.org/data/definitions/174.html,Double Decoding of the Same Data,174,,
https://cwe.mitre.org/data/definitions/605.html,Multiple Binds to the Same Port,605,,
https://cwe.mitre.org/data/definitions/102.html,Struts: Duplicate Validation Forms,102,,
https://cwe.mitre.org/data/definitions/462.html,Duplicate Key in Associative List (Alist),462,,
https://cwe.mitre.org/data/definitions/695.html,Use of Low-Level Functionality,695,,
https://cwe.mitre.org/data/definitions/111.html,Direct Use of Unsafe JNI,111,,
https://cwe.mitre.org/data/definitions/245.html,J2EE Bad Practices: Direct Management of Connections,245,,
https://cwe.mitre.org/data/definitions/246.html,J2EE Bad Practices: Direct Use of Sockets,246,,
https://cwe.mitre.org/data/definitions/383.html,J2EE Bad Practices: Direct Use of Threads,383,,
https://cwe.mitre.org/data/definitions/575.html,EJB Bad Practices: Use of AWT Swing,575,,
https://cwe.mitre.org/data/definitions/576.html,EJB Bad Practices: Use of Java I/O,576,,
https://cwe.mitre.org/data/definitions/594.html,J2EE Framework: Saving Unserializable Objects to Disk,594,,
https://cwe.mitre.org/data/definitions/657.html,Violation of Secure Design Principles,657,,
https://cwe.mitre.org/data/definitions/250.html,Execution with Unnecessary Privileges,250,,
https://cwe.mitre.org/data/definitions/636.html,Not Failing Securely ('Failing Open'),636,,
https://cwe.mitre.org/data/definitions/637.html,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),637,,
https://cwe.mitre.org/data/definitions/638.html,Not Using Complete Mediation,638,,
https://cwe.mitre.org/data/definitions/424.html,Improper Protection of Alternate Path,424,,
https://cwe.mitre.org/data/definitions/653.html,Insufficient Compartmentalization,653,,
https://cwe.mitre.org/data/definitions/654.html,Reliance on a Single Factor in a Security Decision,654,,
https://cwe.mitre.org/data/definitions/655.html,Insufficient Psychological Acceptability,655,,
https://cwe.mitre.org/data/definitions/656.html,Reliance on Security Through Obscurity,656,,
https://cwe.mitre.org/data/definitions/671.html,Lack of Administrator Control over Security,671,,
https://cwe.mitre.org/data/definitions/447.html,Unimplemented or Unsupported Feature in UI,447,,
https://cwe.mitre.org/data/definitions/259.html,Use of Hard-coded Password,259,,
https://cwe.mitre.org/data/definitions/321.html,Use of Hard-coded Cryptographic Key,321,,
https://cwe.mitre.org/data/definitions/684.html,Incorrect Provision of Specified Functionality,684,,
https://cwe.mitre.org/data/definitions/392.html,Missing Report of Error Condition,392,,
https://cwe.mitre.org/data/definitions/393.html,Return of Wrong Status Code,393,,
https://cwe.mitre.org/data/definitions/440.html,Expected Behavior Violation,440,,
https://cwe.mitre.org/data/definitions/446.html,UI Discrepancy for Security Feature,446,,
https://cwe.mitre.org/data/definitions/448.html,Obsolete Feature in UI,448,,
https://cwe.mitre.org/data/definitions/449.html,The UI Performs the Wrong Action,449,,
https://cwe.mitre.org/data/definitions/451.html,User Interface (UI) Misrepresentation of Critical Information,451,,
https://cwe.mitre.org/data/definitions/1007.html,Insufficient Visual Distinction of Homoglyphs Presented to User,1007,,
https://cwe.mitre.org/data/definitions/758.html,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",758,,
https://cwe.mitre.org/data/definitions/1037.html,Processor Optimization Removal or Modification of Security-critical Code,1037,,
https://cwe.mitre.org/data/definitions/733.html,Compiler Optimization Removal or Modification of Security-critical Code,733,,
https://cwe.mitre.org/data/definitions/14.html,Compiler Removal of Code to Clear Buffers,14,,
https://cwe.mitre.org/data/definitions/1102.html,Reliance on Machine-Dependent Data Representation,1102,,
https://cwe.mitre.org/data/definitions/1103.html,Use of Platform-Dependent Third Party Components,1103,,
https://cwe.mitre.org/data/definitions/1105.html,Insufficient Encapsulation of Machine-Dependent Functionality,1105,,
https://cwe.mitre.org/data/definitions/188.html,Reliance on Data/Memory Layout,188,,
https://cwe.mitre.org/data/definitions/198.html,Use of Incorrect Byte Ordering,198,,
https://cwe.mitre.org/data/definitions/474.html,Use of Function with Inconsistent Implementations,474,,
https://cwe.mitre.org/data/definitions/589.html,Call to Non-ubiquitous API,589,,
https://cwe.mitre.org/data/definitions/562.html,Return of Stack Variable Address,562,,
https://cwe.mitre.org/data/definitions/912.html,Hidden Functionality,912,,
