"brand","model","class","type"
"schneider","tsxscpcx4030","h","PLC"
"schneider","tsxscy11601","h","PLC"
"schneider","tsxscy21601","h","PLC"
"schneider","tsxscycm6030","h","PLC"
"schneider","tsxscycm6530","h","PLC"
"schneider","tsxscycu6030","h","PLC"
"schneider","tsxsdc573","h","PLC"
"schneider","tsxtaps1505","h","PLC"
"schneider","tsxtaps1524","h","PLC"
"schneider","tsxwmy100","h","PLC"
"schneider","tsxp57453m","h","PLC"
"schneider","tsxp573634m","h","PLC"
"schneider","tsxxbth100","h","PLC"
"schneider","uagsewlffcd21","h","PLC"
"schneider","uagsewlfucd21","h","PLC"
"schneider","uagsewlytcd21","h","PLC"
"schneider","uagsewmffcd21","h","PLC"
"schneider","uagsewmfucd21","h","PLC"
"schneider","unysdumffcd20","h","PLC"
"schneider","unysdumftcd20","h","PLC"
"schneider","unysdumfucd20","h","PLC"
"schneider","unyspueffcd22","h","PLC"
"schneider","unyspuefgcd22","h","PLC"
"schneider","unyspueftcd22","h","PLC"
"schneider","unyspuefucd22","h","PLC"
"schneider","unyspuezfcd22","h","PLC"
"schneider","unyspuezgcd22","h","PLC"
"schneider","unyspueztcd22","h","PLC"
"schneider","unyspuezucd22","h","PLC"
"schneider","unyspulffcd22","h","PLC"
"schneider","unyspulfgcd22","h","PLC"
"schneider","unyspulftcd22","h","PLC"
"schneider","unyspulfucd22","h","PLC"
"schneider","unyspulzfcd22","h","PLC"
"schneider","unyspulzgcd22","h","PLC"
"schneider","unyspulztcd22","h","PLC"
"schneider","unyspulzucd22","h","PLC"
"schneider","unyspumfgcd22","h","PLC"
"schneider","unyspumftcd22","h","PLC"
"schneider","unyspumfucd22","h","PLC"
"schneider","unyspumzgcd22","h","PLC"
"schneider","unyspumztcd22","h","PLC"
"schneider","unyspumzucd22","h","PLC"
"schneider","unyspuzfucd20e","h","PLC"
"schneider","unyuse10010v20e","h","PLC"
"schneider","unyuse10010v20f","h","PLC"
"schneider","unyuse10710v20e","h","PLC"
"schneider","unyuse10710v20f","h","PLC"
"schneider","unyuse20110v20e","h","PLC"
"schneider","unyuse20110v20f","h","PLC"
"schneider","unyuse40010v20e","h","PLC"
"schneider","unyuse40010v20f","h","PLC"
"schneider","unyuse909cdm","h","PLC"
"schneider","unyxcausb033","h","PLC"
"schneider","vjlsmdbtlv26m","h","PLC"
"schneider","vjlsmdbtmv26m","h","PLC"
"schneider","vjlsmdbtsv26m","h","PLC"
"schneider","vjlsmdbtxv26m","h","PLC"
"schneider","vjlsmdrtlv26m","h","PLC"
"schneider","vjlsmdrtmv26m","h","PLC"
"schneider","vjlsmdrtsv26m","h","PLC"
"schneider","vjlsmdrtxv26m","h","PLC"
"schneider","xbtf011110","h","PLC"
"schneider","xbtf024110","h","PLC"
"schneider","xbtf024510","h","PLC"
"schneider","xbtf032110","h","PLC"
"schneider","xbtf032310","h","PLC"
"schneider","xbtf034110","h","PLC"
"schneider","xbtf034510","h","PLC"
"schneider","xbtf034610","h","PLC"
"schneider","xbtg2110","h","PLC"
"schneider","xbtg2220","h","PLC"
"schneider","xbtg2330","h","PLC"
"schneider","xbtg4320","h","PLC"
"schneider","xbtg4330","h","PLC"
"schneider","xbtg5230","h","PLC"
"schneider","xbtg5330","h","PLC"
"schneider","xbtg6330","h","PLC"
"schneider","xbtgt1100","h","PLC"
"schneider","xbtgt1130","h","PLC"
"schneider","xbtn400","h","PLC"
"schneider","xbtn401","h","PLC"
"schneider","xbtr400","h","PLC"
"schneider","xbtr411","h","PLC"
"schneider","xbtz908","h","PLC"
"schneider","xbtz909","h","PLC"
"schneider","xbtz915","h","PLC"
"schneider","xbtz918","h","PLC"
"schneider","xbtz928","h","PLC"
"schneider","xbtz939","h","PLC"
"schneider","xbtz945","h","PLC"
"schneider","xbtz962","h","PLC"
"schneider","xbtz968","h","PLC"
"schneider","xbtz9681","h","PLC"
"schneider","xbtz9711","h","PLC"
"schneider","xbtz9780","h","PLC"
"schneider","xbtzg915","h","PLC"
"schneider","xbtzg925","h","PLC"
"schneider","xbtzg946","h","PLC"
"schneider","xbtzgm128","h","PLC"
"schneider","xbtzgm256","h","PLC"
"schneider","xbtzgm32","h","PLC"
"schneider","xbtzgm64","h","PLC"
"schneider","xzlg102","h","PLC"
"schneider","tsx08cd12r8a","h","PLC"
"schneider","tsx08cd12r8as","h","PLC"
"schneider","tsx08cd12f8a","h","PLC"
"schneider","tsx08cd12f8as","h","PLC"
"schneider","tsx08cd12m8a","h","PLC"
"schneider","tsx08cd12m8as","h","PLC"
"schneider","tsx08cd12r8d","h","PLC"
"schneider","tsx08cd12r8ds","h","PLC"
"schneider","tsx08cd12f8d","h","PLC"
"schneider","tsx08cd12f8ds","h","PLC"
"schneider","tsx08cd12m8d","h","PLC"
"schneider","tsx08cd12m8ds","h","PLC"
"schneider","tsx08cd08r6a","h","PLC"
"schneider","tsx08cd08r6as","h","PLC"
"schneider","tsx08cd08r6ac","h","PLC"
"schneider","tsx08cd08f6a","h","PLC"
"schneider","tsx08cd08f6as","h","PLC"
"schneider","tsx08cd08f6ac","h","PLC"
"schneider","tsx08cd08r6d","h","PLC"
"schneider","tsx08cd08r6ds","h","PLC"
"schneider","tsx08cd08f6d","h","PLC"
"schneider","tsx08cd08f6ds","h","PLC"
"schneider","tsx08ed12r8","h","PLC"
"schneider","tsx08ed12f8","h","PLC"
"schneider","tsx08er16","h","PLC"
"schneider","tsx08eav8a2","h","PLC"
"schneider","tsx08eap8","h","PLC"
"schneider","tsx08rcom","h","PLC"
"schneider","tsx08rcomn","h","PLC"
"schneider","tsx08prgcab","h","PLC"
"schneider","tsx08prg","h","PLC"
"schneider","tsx08ea4c1","h","PLC"
"schneider","tsx08palmhj01","h","PLC"
"schneider","tsx08palmhj05","h","PLC"
"schneider","tsx08h02m","h","PLC"
"schneider","tsx08h04m","h","PLC"
"schneider","tsx08h02mk","h","PLC"
"schneider","tsx08h04mk","h","PLC"
"schneider","tsx08hmprgcab","h","PLC"
"schneider","tsx08hmruncab","h","PLC"
"schneider","twdlmda20dtk","h","PLC"
"schneider","twdlmda20duk","h","PLC"
"schneider","twdlmda20drt","h","PLC"
"schneider","twdlmda40dtk","h","PLC"
"schneider","twdlmda40duk","h","PLC"
"schneider","twdlcaa10drf","h","PLC"
"schneider","twdlcaa16drf","h","PLC"
"schneider","twdlcaa24drf","h","PLC"
"schneider","twdddi8dt","h","PLC"
"schneider","twdddi16dt","h","PLC"
"schneider","twdddi16dk","h","PLC"
"schneider","twdddi32dk","h","PLC"
"schneider","twddmm8drt","h","PLC"
"schneider","twddmm24drf","h","PLC"
"schneider","twddra8rt","h","PLC"
"schneider","twdddo8tt","h","PLC"
"schneider","twdddo8ut","h","PLC"
"schneider","twddra16rt","h","PLC"
"schneider","twdddo16tk","h","PLC"
"schneider","twdddo16uk","h","PLC"
"schneider","twdddo32tk","h","PLC"
"schneider","twdddo32uk","h","PLC"
"schneider","twdfcw30m","h","PLC"
"schneider","twdfcw50m","h","PLC"
"schneider","twdfcw30k","h","PLC"
"schneider","twdfcw50k","h","PLC"
"schneider","twdami2ht","h","PLC"
"schneider","twdamm3ht","h","PLC"
"schneider","twdalm3lt","h","PLC"
"schneider","twdamo1ht","h","PLC"
"schneider","twdnoz485d","h","PLC"
"schneider","twdnoz232d","h","PLC"
"schneider","twdnoz485t","h","PLC"
"schneider","twdnac485t","h","PLC"
"schneider","twdnac485d","h","PLC"
"schneider","twdnac232d","h","PLC"
"schneider","twdxcarj030","h","PLC"
"schneider","twdfst16d10","h","PLC"
"schneider","twdfst16d20","h","PLC"
"schneider","twdfst16r10","h","PLC"
"schneider","twdfst16r20","h","PLC"
"schneider","twdfst20dr10","h","PLC"
"schneider","twdfst20dr20","h","PLC"
"schneider","twdxcpmfk32","h","PLC"
"schneider","twdxcpmfk64","h","PLC"
"schneider","twdxsm14","h","PLC"
"schneider","twdxca2a10m","h","PLC"
"schneider","twdxmt5","h","PLC"
"schneider","twdftb2t10","h","PLC"
"schneider","twdftb2t11","h","PLC"
"schneider","twdftb2t13","h","PLC"
"schneider","twdftb2t16","h","PLC"
"schneider","twdfcn2k20","h","PLC"
"schneider","twdfcn2k26","h","PLC"
"schneider","tsx3705028dr1","h","PLC"
"schneider","tsx3708056dr1","h","PLC"
"schneider","tsx3710001","h","PLC"
"schneider","tsx3710028ar1","h","PLC"
"schneider","tsx3710028dr1","h","PLC"
"schneider","tsx3710101","h","PLC"
"schneider","tsx3710128dr1","h","PLC"
"schneider","tsx3710128dt1","h","PLC"
"schneider","tsx3710128dtk1","h","PLC"
"schneider","tsx3710164dtk1","h","PLC"
"schneider","tsx3721001","h","PLC"
"schneider","tsx3721101","h","PLC"
"schneider","tsx3722001","h","PLC"
"schneider","tsx3722101","h","PLC"
"schneider","tsxdez08a4","h","PLC"
"schneider","tsxdez08a5","h","PLC"
"schneider","tsxdez12d2","h","PLC"
"schneider","tsxdez12d2k","h","PLC"
"schneider","tsxdez32d2","h","PLC"
"schneider","tsxdsz04t22","h","PLC"
"schneider","tsxdsz08r5","h","PLC"
"schneider","tsxdsz08t2","h","PLC"
"schneider","tsxdsz08t2k","h","PLC"
"schneider","tsxdsz32r5","h","PLC"
"schneider","tsxdsz32t2","h","PLC"
"schneider","tsxdmz16dtk","h","PLC"
"schneider","tsxdmz28ar","h","PLC"
"schneider","tsxdmz28dr","h","PLC"
"schneider","tsxdmz28dt","h","PLC"
"schneider","tsxdmz28dtk","h","PLC"
"schneider","tsxdmz64dtk","h","PLC"
"schneider","tsxacz03","h","PLC"
"schneider","tsxaez414","h","PLC"
"schneider","tsxaez801","h","PLC"
"schneider","tsxaez802","h","PLC"
"schneider","tsxamz600","h","PLC"
"schneider","tsxasz200","h","PLC"
"schneider","tsxasz401","h","PLC"
"schneider","tsxctz1a","h","PLC"
"schneider","tsxctz2a","h","PLC"
"schneider","tsxctz2aa","h","PLC"
"schneider","tsxctz1b","h","PLC"
"schneider","tsxsaz10","h","PLC"
"schneider","tsxdpz10d2a","h","PLC"
"schneider","tsxblzh01","h","PLC"
"schneider","tsxblzl01","h","PLC"
"schneider","tsxrkz02","h","PLC"
"schneider","tsxrka01","h","PLC"
"schneider","tsxetz410","h","PLC"
"schneider","tsxetz510","h","PLC"
"schneider","tsxetzcdn003","h","PLC"
"schneider","tsxstz10","h","PLC"
"schneider","tsxmfp032p","h","PLC"
"schneider","tsxmfpbak032p","h","PLC"
"schneider","tsxmrp032p","h","PLC"
"schneider","tsxsup1011","h","PLC"
"schneider","tsxsup1021","h","PLC"
"schneider","tsxsup1051","h","PLC"
"schneider","tsxsup1101","h","PLC"
"schneider","tsxsupa02","h","PLC"
"schneider","tsxsupa05","h","PLC"
"schneider","tsxcaph15","h","PLC"
"schneider","tsxcps15","h","PLC"
"schneider","tsxcpp102","h","PLC"
"schneider","tsxcpp202","h","PLC"
"schneider","tsxcpp302","h","PLC"
"schneider","tsxstc050","h","PLC"
"schneider","tsxstc200","h","PLC"
"schneider","tsxsdc37001","h","PLC"
"schneider","tsxsdc37002","h","PLC"
"schneider","tsxdm3733e","h","PLC"
"schneider","abe7h16r21","h","PLC"
"schneider","tftx117adj02","h","PLC"
"schneider","xbte013010","h","PLC"
"schneider","xbte013110","h","PLC"
"schneider","xbte014010","h","PLC"
"schneider","xbte014110","h","PLC"
"schneider","xbte015010","h","PLC"
"schneider","xbtf011310","h","PLC"
"schneider","xbtf023110","h","PLC"
"schneider","xbtf023310","h","PLC"
"schneider","xbtf024310","h","PLC"
"schneider","xbtf024610","h","PLC"
"schneider","xbtf034310","h","PLC"
"schneider","xbtfc044510","h","PLC"
"schneider","xbtfc044610","h","PLC"
"schneider","xbtfc064510","h","PLC"
"schneider","xbtfc064610","h","PLC"
"schneider","xbtfc084510","h","PLC"
"schneider","xbtfc084610","h","PLC"
"schneider","xbth001010","h","PLC"
"schneider","xbth002010","h","PLC"
"schneider","xbth011010","h","PLC"
"schneider","xbth012010","h","PLC"
"schneider","xbth012110","h","PLC"
"schneider","xbth021010","h","PLC"
"schneider","xbth022010","h","PLC"
"schneider","xbthm007010","h","PLC"
"schneider","xbthm017010","h","PLC"
"schneider","xbthm017110","h","PLC"
"schneider","xbthm027010","h","PLC"
"schneider","xbtl1000","h","PLC"
"schneider","xbtl1003","h","PLC"
"schneider","xbtl1003e","h","PLC"
"schneider","xbtl1004e","h","PLC"
"schneider","xbtl1ab01","h","PLC"
"schneider","xbtl1aeg01","h","PLC"
"schneider","xbtl1ge01","h","PLC"
"schneider","xbtl1mod01","h","PLC"
"schneider","xbtl1omr01","h","PLC"
"schneider","xbtl1utw01","h","PLC"
"schneider","xbtmem08","h","PLC"
"schneider","xbtp011010","h","PLC"
"schneider","xbtp012010","h","PLC"
"schneider","xbtp021010","h","PLC"
"schneider","xbtp021110","h","PLC"
"schneider","xbtp022010","h","PLC"
"schneider","xbtp022110","h","PLC"
"schneider","xbtz948","h","PLC"
"schneider","xbtz958","h","PLC"
"schneider","xbtz9712","h","PLC"
"schneider","xbtz9720","h","PLC"
"schneider","xbtz9721","h","PLC"
"schneider","xbtz9731","h","PLC"
"schneider","xbtz9740","h","PLC"
"schneider","xbtz9741","h","PLC"
"schneider","xbtz9750","h","PLC"
"schneider","m100","h","PLC"
"schneider","m200","h","PLC"
"schneider","imt25 magnetic flow dtm","h","OpSat"
"schneider","p34 20302","h","PLC"
"schneider","concept","a","UnkICS"
"schneider","device type manager","a","UnkICS"
"schneider","ofs test client tlxcdstofs33","a","UnkICS"
"schneider","ofs test client tlxcdlfofs33","a","UnkICS"
"schneider","ofs test client tlxcdltofs33","a","UnkICS"
"schneider","pl7","a","UnkICS"
"schneider","pl7 pro","a","UnkICS"
"schneider","wonderware system platform 2014","a","MES"
"schneider","sft2841","a","UnkICS"
"schneider","140cpu65260","h","PLC"
"schneider","140cpu65260c","h","PLC"
"schneider","140cpu65860","h","PLC"
"schneider","140cpu65860c","h","PLC"
"schneider","140cpu65160s","h","PLC"
"schneider","bmxnoe0100","h","CPIE"
"schneider","bmxnoe0110","h","CPIE"
"schneider","bmxnor0200h","h","CPIE"
"schneider","bmxp341000","h","CPIE"
"schneider","bmxp341000h","h","CPIE"
"schneider","bmxp342000","h","CPIE"
"schneider","bmxp342020","h","CPIE"
"schneider","bmxp342020h","h","CPIE"
"schneider","bmxp3420102cl","h","CPIE"
"schneider","bmxp342030","h","CPIE"
"schneider","bmxp3420302cl","h","CPIE"
"schneider","bmxp3420302h","h","CPIE"
"schneider","bmxp342030h","h","CPIE"
"schneider","bmxpra0100","h","CPIE"
"schneider","bmxnoc0401","h","CPIE"
"schneider","bmxnoe0100h","h","CPIE"
"schneider","magelis xbt hmi","h","HMI"
"schneider","ion8650","h","UnkICS"
"schneider","ion8800","h","UnkICS"
"schneider","ion5000","h","UnkICS"
"schneider","ion7300","h","UnkICS"
"schneider","tsxetg3022","h","PLC"
"schneider","tsxp57104mc","h","PLC"
"schneider","tsxp57154mc","h","PLC"
"schneider","micom p143","h","RPD"
"schneider","micom p145","h","RPD"
"schneider","micom p441","h","RPD"
"schneider","micom p442","h","RPD"
"schneider","micom p444","h","RPD"
"schneider","micom p445","h","RPD"
"schneider","micom p446","h","RPD"
"schneider","micom p541","h","RPD"
"schneider","micom p542","h","RPD"
"schneider","somachine","a","SCADA"
"schneider","somachine basic","a","SCADA"
"schneider","micom p543","h","RPD"
"schneider","micom p544","h","RPD"
"schneider","micom p545","h","RPD"
"schneider","micom p643","h","RPD"
"schneider","micom p746","h","RPD"
"schneider","micom p841a","h","RPD"
"schneider","micom p841b","h","RPD"
"schneider","micom p849","h","RPD"
"schneider","micom p141","h","RPD"
"schneider","tsxp57554mc","h","PLC"
"schneider","tsxp574634mc","h","PLC"
"schneider","tsxp57454mc","h","PLC"
"schneider","tsxp57354mc","h","PLC"
"schneider","tsxp57304mc'","h","PLC"
"schneider","tsxp572634mc","h","PLC"
"schneider","tsxp57254mc","h","PLC"
"schneider","tsxp57204mc","h","PLC"
"schneider","tsxh5724mc","h","PLC"
"schneider","tsxetg3021","h","PLC"
"schneider","tsxh5744m","h","PLC"
"schneider","tsxh5744mc","h","PLC"
"schneider","modicon premium","h","PLC"
"schneider","modicon m241","h","PLC"
"schneider","modicon m251","h","PLC"
"schneider","modicon m340","h","PLC"
"schneider","modicon tm221ce16r ","h","PLC"
"schneider","modicon m221","h","PLC"
"schneider","sage 1450","h","RTU"
"schneider","sage 2300","h","RTU"
"schneider","sage 2400","h","RTU"
"schneider","sage 3030m","h","RTU"
"schneider","sage landac ii-2","h","RTU"
"schneider","tburjr900","h","CPIE"
"schneider","sage 1410","h","RTU"
"schneider","sage 1430","h","RTU"
"schneider","opc factory server tlxcdluofs","h","UnkICS"
"schneider","tsxp576634mc","h","PLC"
"schneider","tsxp576634m","h","PLC"
"schneider","140cpui65150c","h","PLC"
"schneider","tsxetg3000","h","PLC"
"schneider","tsxetg3010","h","PLC"
"schneider","140cpu65160c","h","PLC"
"schneider","ampla manufacturing execution system","a","MES"
"schneider","bmxp3420102","h","CPIE"
"schneider","bmxp3420302","h","CPIE"
"schneider","bmxnoe0110h","h","CPIE"
"schneider","bmxnor0200","h","CPIE"
"schneider","micom p142","h","RPD"
"schneider","micom p443","h","RPD"
"schneider","micom p645","h","RPD"
"schneider","tsxp57454m","h","PLC"
"schneider","tsxp571634mc","h","PLC"
"schneider","tsxp573634mc","h","PLC"
"schneider","tsxp575634mc","h","PLC"
"schneider","tsxh5724m","h","PLC"
"schneider","modicon plc ethernet modules","h","PLC"
"schneider","modicon quantum plc","h","PLC"
"schneider","wonderware system platform","a","MES"
"sed","epoptes-client","h","PLC"
"schneider","opc factory server tlxcdltofs","h","UnkICS"
"schneider","vijeo historian","a","UnkICS"
"schneider","wonderware intouch","a","SCADA"
"siemens","s7-1515","h","PLC"
"siemens","s7-315","h","PLC"
"siemens","312c","h","PLC"
"siemens","313c-2","h","PLC"
"siemens","314c-2","h","PLC"
"siemens","315-2","h","PLC"
"siemens","315-2pn","h","PLC"
"siemens","315f-2","h","PLC"
"siemens","317-2","h","PLC"
"siemens","317f-2","h","PLC"
"siemens","317t-2","h","PLC"
"siemens","318-2","h","PLC"
"siemens","319-3","h","PLC"
"siemens","cpu1515","h","PLC"
"siemens","cpu313","h","PLC"
"siemens","cpu315-2","h","PLC"
"siemens","cpu317-2","h","PLC"
"siemens","cp343","h","PLC"
"siemens","nojorid5","h","PLC"
"siemens","nojorid3","h","PLC"
"siemens","bhkw2","h","PLC"
"siemens","1500ms_12dc","h","PLC"
"siemens","home-control","h","OpSat"
"siemens","in-sight","h","OpSat"
"siemens","new391","h","PLC"
"siemens","plc_as_130617","h","PLC"
"siemens","plc_ac_130617","h","PLC"
"siemens","new_energy_1","h","PLC"
"siemens","et200scpu","h","PLC"
"siemens","0002_cfghwet200s_bar","h","PLC"
"siemens","tomsani3_grup2","h","PLC"
"siemens","c01_1000ms","h","PLC"
"siemens","p-faellung","h","PLC"
"siemens","cpu31xpn_zh_317","h","PLC"
"siemens","nojorid4","h","PLC"
"siemens","nojorid1","h","PLC"
"siemens","nojorid2","h","PLC"
"siemens","ws1","h","PLC"
"siemens","et200s_cpu","h","PLC"
"siemens","snap7-server","h","PLC"
"siemens","invu1_1500ms_tl","h","PLC"
"siemens","peps7300","h","PLC"
"siemens","300g","h","PLC"
"siemens","s7300l4","h","PLC"
"siemens","f-sps-kessel","h","PLC"
"siemens","cg_louny_k1a","h","PLC"
"siemens","c03_1500ms","h","PLC"
"siemens","plc_s7-315","h","PLC"
"siemens","chamber_1","h","PLC"
"siemens","chamber_2","h","PLC"
"siemens","unit2000","h","PLC"
"siemens","sps1","h","PLC"
"siemens","im151-8","h","PLC"
"siemens","315_schredder_met_fe_lyn","h","PLC"
"siemens","osorhei10","h","PLC"
"siemens","osorhei11","h","PLC"
"siemens","osorhei12","h","PLC"
"siemens","osorhei13","h","PLC"
"siemens","osorhei14","h","PLC"
"siemens","pl7006-rifilatura","h","PLC"
"siemens","osorhei15","h","PLC"
"siemens","osorhei16","h","PLC"
"siemens","s7_315_1","h","PLC"
"siemens","c02_1500ms","h","PLC"
"siemens","1000ms_8dc","h","PLC"
"siemens","300_2do","h","PLC"
"siemens","23c_plc","h","PLC"
"siemens","umberto_2","h","PLC"
"siemens","cp_340","h","PLC"
"siemens","hmi-station","h","PLC"
"siemens","c09708","h","PLC"
"siemens","ag_abzug_16_04_2013","h","PLC"
"siemens","lacom-station","h","PLC"
"siemens","n_pod5","h","PLC"
"siemens","cpu319pn_dp","h","PLC"
"siemens","h2_simatic_317","h","PLC"
"siemens","300_1","h","PLC"
"siemens","plc01","h","PLC"
"siemens","anlage1","h","PLC"
"siemens","150_2461","h","PLC"
"siemens","300-station","h","PLC"
"siemens","geriatric_7","h","PLC"
"siemens","m3_ord5797","h","PLC"
"siemens","unit1000","h","PLC"
"siemens","ncu720_3","h","PLC"
"siemens","s7_turbine","h","PLC"
"siemens","siemens-server","h","PLC"
"siemens","mp277_winacmp","h","PLC"
"siemens","a189","h","PLC"
"siemens","n3a","h","PLC"
"siemens","ks-plc","h","PLC"
"siemens","pw5000_003","h","PLC"
"siemens","technoplat3000","h","PLC"
"siemens","315-2dp","h","PLC"
"siemens","e08-d10","h","PLC"
"siemens","cpu_314","h","PLC"
"siemens","1-home-softsps","h","PLC"
"siemens","s7_315_main","h","PLC"
"siemens","11_lang_zentrale","h","PLC"
"siemens","313-2dp","h","PLC"
"siemens","200s_1","h","PLC"
"siemens","st10","h","PLC"
"siemens","et200s_pn_02","h","PLC"
"siemens","et200s_pn_01","h","PLC"
"siemens","rfz-1","h","PLC"
"siemens","pvu1_850_ms","h","PLC"
"siemens","rack0","h","PLC"
"siemens","ber-pa","h","PLC"
"siemens","std-k60","h","PLC"
"siemens","isp01","h","PLC"
"siemens","jackson_2","h","PLC"
"siemens","mp377_touch","h","PLC"
"siemens","ts_600_gold2","h","PLC"
"siemens","317complete","h","PLC"
"siemens","ie-721","h","PLC"
"siemens","simatic_300_sg","h","PLC"
"siemens","plc_ec_130617","h","PLC"
"siemens","caricosalami_6805","h","PLC"
"siemens","lineamaxistampo_4168","h","PLC"
"siemens","plc1_zh","h","PLC"
"siemens","novaci_5_common","h","PLC"
"siemens","et200","h","PLC"
"siemens","et_200_k4","h","PLC"
"siemens","et_200_k5","h","PLC"
"siemens","plc01_rtcs","h","PLC"
"siemens","et_200_k2","h","PLC"
"siemens","ts1_cpu","h","PLC"
"siemens","plc-turbina","h","PLC"
"siemens","313c","h","PLC"
"siemens","mc_12300630_rtm","h","PLC"
"siemens","x1al1-a5","h","PLC"
"siemens","lineamaxistampo_5490","h","PLC"
"siemens","pc4_id_v1","h","PLC"
"siemens","314c","h","PLC"
"siemens","n_pod2","h","PLC"
"siemens","n_pod3","h","PLC"
"siemens","n_pod1","h","PLC"
"siemens","s300_plc9","h","PLC"
"siemens","hgm2k_code","h","PLC"
"siemens","200s-station_1","h","PLC"
"siemens","315f","h","PLC"
"siemens","h-p1","h","PLC"
"siemens","haus2","h","PLC"
"siemens","haus1","h","PLC"
"siemens","sps_halle_1","h","PLC"
"siemens","cpu315","h","PLC"
"siemens","e52_bay1","h","PLC"
"siemens","av100623","h","PLC"
"siemens","n_coriolan1","h","PLC"
"siemens","n_coriolan2","h","PLC"
"siemens","plc_room_1","h","PLC"
"siemens","300_remote","h","PLC"
"siemens","novaci_2_common","h","PLC"
"siemens","osorhei9","h","PLC"
"siemens","osorhei7","h","PLC"
"siemens","osorhei8","h","PLC"
"siemens","osorhei5","h","PLC"
"siemens","osorhei6","h","PLC"
"siemens","osorhei4","h","PLC"
"siemens","osorhei1","h","PLC"
"siemens","osorhei2","h","PLC"
"siemens","2995-21100","h","PLC"
"siemens","rhp1","h","PLC"
"siemens","51pa131317c","h","PLC"
"siemens","rhp2","h","PLC"
"siemens","im151","h","PLC"
"siemens","telmo_1","h","PLC"
"siemens","et200-pn-cpu","h","PLC"
"siemens","feuerung_1","h","PLC"
"siemens","plc_em_130617","h","PLC"
"siemens","12450-05a12","h","PLC"
"siemens","afriba_a_v27","h","PLC"
"siemens","tomsani1_grup2","h","PLC"
"siemens","gasse_1_2","h","PLC"
"siemens","turbine_1","h","PLC"
"siemens","tomsani2_grup2","h","PLC"
"siemens","1000ms_tl_1000v","h","PLC"
"siemens","p0678","h","PLC"
"siemens","hydroliza300","h","PLC"
"siemens","lineamaxistampo_5848","h","PLC"
"siemens","300","h","PLC"
"siemens","312","h","PLC"
"siemens","313","h","PLC"
"siemens","315","h","PLC"
"siemens","400","h","PLC"
"siemens","10270","h","PLC"
"siemens","160902","h","PLC"
"siemens","s7-200","h","PLC"
"siemens","s7-400","h","PLC"
"siemens","s7-417","h","PLC"
"siemens","fa-m3","h","PLC"
"siemens","6sl3210-5be13-7uv0","h","VFD"
"siemens","6sl3210-5be31-1uv0","h","VFD"
"siemens","6sl3210-5be24-0uv0","h","VFD"
"siemens","6sl3210-5be21-5uv0","h","VFD"
"siemens","6sl3210-5be17-5uv0","h","VFD"
"siemens","6sl3210-5be24-0cv0","h","VFD"
"siemens","6sl3210-5bb21-1av0","h","VFD"
"siemens","6sl3210-5bb21-5uv0","h","VFD"
"siemens","6sl3210-5bb23-0uv0","h","VFD"
"siemens","6sl3210-5be15-5cv0","h","VFD"
"siemens","6sl3210-5be31-1cv0","h","VFD"
"siemens","6sl3210-5be23-0cv0","h","VFD"
"siemens","6sl3210-5be25-5cv0","h","VFD"
"siemens","6sl3210-5be31-5uv0","h","VFD"
"siemens","6sl3210-5be25-5uv0","h","VFD"
"siemens","6sl3210-5be22-2uv0","h","VFD"
"siemens","6sl3210-5be21-1uv0","h","VFD"
"siemens","6sl3210-5be27-5cv0","h","VFD"
"siemens","6sl3210-5be31-5cv0","h","VFD"
"siemens","6sl3210-5be27-5uv0","h","VFD"
"siemens","6sl3210-5be23-0uv0","h","VFD"
"siemens","6sl3210-5be15-5uv0","h","VFD"
"siemens","6sl3210-1ke13-2ub1","h","VFD"
"siemens","6sl3210-1ke15-8ub1","h","VFD"
"siemens","6sl3210-5be22-2cv0","h","VFD"
"siemens","6sl3210-5be21-5cv0","h","VFD"
"siemens","6sl3210-5be21-1cv0","h","VFD"
"siemens","6sl3210-5be13-7cv0","h","VFD"
"siemens","6sl3210-5be17-5cv0","h","VFD"
"siemens","6sl3210-5bb17-5uv1","h","VFD"
"siemens","6sl3210-5be31-8cv0","h","VFD"
"siemens","6sl3210-5bb13-7uv1","h","VFD"
"siemens","6sl3210-5bb12-5uv1","h","VFD"
"siemens","6sl3210-5bb17-5bv1","h","VFD"
"siemens","6sl3210-5bb13-7bv1","h","VFD"
"siemens","6sl3210-5be31-8uv0","h","VFD"
"siemens","6sl3210-5be32-2uv0","h","VFD"
"siemens","6sl3210-5bb22-2av0","h","VFD"
"siemens","6sl3210-5bb21-5av0","h","VFD"
"siemens","6sl3210-5bb21-1uv0","h","VFD"
"siemens","6sl3210-5bb22-2uv0","h","VFD"
"siemens","6se6420-2ud27-5ca1","h","VFD"
"siemens","6se6420-2ab12-5aa1","h","VFD"
"siemens","6se6420-2ab15-5aa1","h","VFD"
"siemens","6se6420-2ad22-2ba1","h","VFD"
"siemens","6se6420-2ab13-7aa1","h","VFD"
"siemens","6se6420-2ab21-5ba1","h","VFD"
"siemens","6se6420-2ab21-1ba1","h","VFD"
"siemens","6se6420-2ud21-1aa1","h","VFD"
"siemens","6se6420-2uc12-5aa1","h","VFD"
"siemens","6se6420-2uc24-0ca1","h","VFD"
"siemens","6se6420-2uc22-2ba1","h","VFD"
"siemens","6se6420-2uc11-2aa1","h","VFD"
"siemens","6se6420-2uc17-5aa1","h","VFD"
"siemens","6se6420-2uc23-0ca1","h","VFD"
